game_id,user_id,rating
253900,5211440,3
529180,11576341,1
470260,11286200,1
893020,5463385,3
588040,1937889,4
63500,5721209,4
673000,10008145,3
1949740,1835801,1
40300,3939755,3
384840,9931320,4
929670,13499212,4
20920,3250092,4
873220,9197922,2
638970,11208308,5
1583720,1862737,1
318020,4007146,3
568770,1077629,3
1205520,12127631,4
1119730,2096588,4
322450,14048654,3
443810,9290588,4
589290,9775394,3
349040,9145462,4
494430,7219176,3
396350,9490791,4
389140,12823927,3
473690,8572899,2
262000,11996225,3
12900,12644473,3
418180,7462711,2
300,9100739,5
1129310,6173497,2
673950,1052967,4
258970,9937834,1
244870,140857,1
435120,6715491,3
1122050,7985963,2
514920,11038433,5
21130,471374,5
35140,8579314,4
1170760,656497,3
305500,3526844,2
667530,2834067,4
15190,1754007,5
733790,2625444,5
1072150,4343884,4
260230,14293903,4
324570,674840,3
253980,1773003,2
297130,1920280,5
1590320,10987196,4
1918130,6246545,3
346940,5418027,3
650000,5339698,1
368070,14285891,3
1238000,9471946,2
209000,12109374,4
738060,13118246,4
1304510,7772347,2
327410,12233399,3
1538570,12858293,2
206440,5912023,3
449800,5388188,4
556180,12796990,2
1268960,1235660,5
35140,4303353,4
703500,11590271,4
408520,7122613,3
374570,177413,3
921060,12228430,3
1200,2535311,3
319970,3593181,5
304410,11571594,3
1949740,10759896,5
1053680,11835793,4
65930,10508490,4
537990,12365533,4
1549180,9300246,4
498240,6887044,4
414740,5225347,3
866140,13982393,4
1160750,6479707,3
286260,1240004,3
1113560,11846583,4
615530,5697393,3
204100,6091058,5
326180,5687763,1
710920,9593583,5
298240,12568654,3
397060,8440777,3
475550,4378050,5
1392060,8794725,1
493200,11969643,5
788100,13999504,2
667530,13779601,5
1532180,12983041,3
268400,7840857,3
678950,10212119,5
202750,11929338,3
282440,5256560,3
825730,13950653,4
755790,4006050,1
787860,12578548,4
1098080,5544721,4
792040,8184873,3
323580,9950103,4
258520,5747186,5
777130,3269839,3
210770,6435157,4
578330,120546,5
631980,11407114,2
221040,8125846,4
209650,5452035,4
991780,7691908,3
261110,7119663,3
755790,8403824,2
385070,4508172,1
368360,5844373,2
420530,12602795,5
433850,7005376,4
853500,13686723,4
1250,234757,4
915320,1992948,4
1212620,8457239,4
280160,10641235,4
113400,11249058,5
67370,5616641,3
563560,3277424,3
220,920365,3
212800,8493767,4
65930,9351047,3
357070,2118402,4
658560,9172500,4
238090,4572338,3
407810,11070641,4
600460,11726717,3
611500,3306631,3
394760,9809742,5
515180,1811475,3
402180,6886728,3
274980,11662325,2
1108370,11837333,4
428370,11397416,3
329110,6421488,4
595280,8135362,3
1508430,11452987,3
1927780,1101516,4
1148510,10672892,4
675260,11827232,4
40700,10172961,4
893680,4887539,5
24240,7889496,4
3020,833229,3
1406020,8302217,4
349040,13048065,3
939960,3957937,2
1113560,5124598,3
753420,7885075,3
994280,4924211,5
130,10347768,5
1782210,1289445,4
388210,12183685,3
1044620,6299307,3
360430,10273000,3
232890,6122360,3
272230,7707933,4
668630,5829603,4
410110,13570934,4
1805930,11288,3
1089630,6727562,5
226860,2441829,4
835860,5913333,1
774241,12477840,4
299360,6046871,3
433550,11166306,3
562010,5652140,3
9180,11764552,1
1958130,50898,3
1064840,358388,2
20530,7591358,3
1866880,6853536,3
1726190,1832778,5
20510,7080185,4
115100,4187005,2
276810,11568138,3
40990,7956511,4
739080,7828996,2
221640,11805067,3
452060,9033790,3
1930,11222930,3
206190,3685245,4
49600,9523257,4
591370,6812510,3
24670,527277,3
50300,5583899,4
64000,10093657,4
480490,7647856,5
405820,5734583,4
257420,12161121,3
1241520,5436681,3
706990,14054915,4
337340,8642756,3
980300,7385536,4
349040,4759447,5
222880,12004962,4
706990,1312685,3
233980,10560339,4
243470,10931722,2
204100,1472963,2
300060,10820953,1
374280,9708581,3
228300,9128015,5
785740,5563528,5
245620,4630,3
308600,10750912,3
26800,6829743,3
427290,3405484,2
1131720,7672251,3
581520,12637829,4
447020,3925746,1
219890,11195230,3
236090,11482401,5
370350,11646523,3
312530,7496004,5
215160,6250950,3
223710,9953321,3
1947530,11387994,4
903950,13007845,4
971030,3836516,5
260210,6950861,2
777130,14064560,1
787860,116160,3
1406990,461258,3
301860,5761364,4
509220,12108222,5
677620,10333375,2
497180,5328500,3
251130,5793198,3
662990,4170808,4
979060,10532511,3
1106530,5827382,5
485610,765080,2
345350,13767738,3
34870,10243670,1
617160,10732421,4
1363430,13883205,3
266010,4382918,5
348250,2847559,4
1714040,4275991,5
495890,5415668,3
360430,14248647,5
760160,2178733,3
368860,7083809,3
527100,14115820,5
237930,13372685,3
859580,9630019,3
410850,1616524,5
774241,3208487,1
583950,8711242,1
318970,7853680,4
362930,4416301,3
975680,8745181,3
253980,7699231,2
402330,11375838,4
321400,9115816,4
1671350,12805949,2
8190,5425584,4
529180,3332393,3
393420,13583612,4
350640,1859106,3
490280,13598448,1
363930,7380798,1
1241510,8629436,3
609320,13750164,2
48000,4636351,3
678950,773089,4
388880,5489650,2
246760,7793896,3
1396240,1381432,3
765410,8536892,4
220,7113100,3
769560,4114728,5
939960,6866156,4
603700,12280725,3
275100,9026921,3
668630,8598013,2
1249480,11661829,3
38400,5949508,3
108710,1473573,5
531510,985715,5
518030,252136,5
1170950,5446743,4
433850,8965144,3
1055540,14272321,3
678950,12806983,4
1022450,10744164,4
958400,1868345,3
238430,12138290,5
222940,10971806,3
350110,6679938,4
237930,12187585,2
206420,5997294,4
1008710,5534840,3
1506830,3164681,3
1465860,886642,3
34870,13059051,1
544810,1763866,4
1179210,14120002,4
310950,960940,1
391720,9775132,1
893720,9194983,3
940580,11294599,5
1283220,6580281,3
104900,7747657,5
204100,7511595,3
467360,9005577,5
698780,1271999,3
20920,8063113,5
1578860,10592260,4
518030,8566755,5
259680,11964114,3
1591420,3377882,2
1582680,2553739,5
698780,5014571,4
221910,8483336,4
543870,10961666,4
304240,12070818,4
1464550,4741417,4
243970,11929927,4
420530,4674103,5
480490,12124259,1
278360,6110284,3
421050,11726863,5
1093910,3802909,5
1770830,3510843,4
1860860,3660814,4
823130,8905374,3
204120,6507050,3
1782210,8644221,4
604240,1165443,3
579840,1252921,2
404590,32029,3
1546100,10201046,5
1212940,7783160,5
215530,1126427,4
1779180,11263830,4
1618230,13690404,3
48000,10613654,5
806140,7811901,4
739650,108760,3
385800,3061746,5
1046030,13322811,5
388880,12387973,5
1395760,4570909,4
312530,13797291,4
984110,11443436,3
368070,12679013,2
1411670,6557940,5
1239690,3790202,3
1197570,10821300,3
661790,5686898,3
312670,8797815,5
32150,6984192,5
275810,6392969,3
34900,6470014,4
1106140,9791490,3
241560,6103955,5
1511460,13843884,5
412830,9801046,5
480490,11056269,4
420530,11090056,3
750050,5980582,2
1609080,2851430,3
903950,4120756,2
278970,1667887,5
397060,7841360,5
337340,4511923,4
232890,10271698,4
294860,14046370,5
899440,12021035,5
873270,11942977,3
1623880,5562374,4
337320,1961449,3
921060,9639231,5
1188930,13140231,4
307690,4376552,3
499520,6086013,4
32330,11894875,4
350080,11665146,3
589290,11487357,2
666020,1227719,4
385710,9078453,4
254480,8303675,2
602520,7802880,4
222880,5700015,5
1277930,3892533,4
232430,10733642,4
1222690,6233287,5
201790,11269989,3
1425760,11465616,3
249650,2349784,3
447020,13174357,4
1003400,10825218,4
480490,11711954,4
201790,11189446,3
384300,4690135,3
558100,4382800,3
326410,9026521,3
882790,9078782,4
1125480,10682672,3
237930,9367052,3
307690,9422898,5
245620,6996744,2
1129310,11359236,4
284950,6401493,3
487220,5053164,4
242700,1012039,5
576050,1438218,5
684450,11541886,3
278360,2558831,5
647830,4159991,2
738060,5647926,3
1094820,1243184,4
301460,7341217,1
362620,13699953,4
312280,4624276,3
943380,10246575,4
206420,3601870,3
1444650,13183795,3
280,9070966,3
33930,5895804,3
464920,6518639,3
760160,5938631,3
743640,9516138,4
395200,6499254,3
375820,54726,3
671440,6209896,5
965300,11760590,4
485610,1067594,4
714800,608466,1
264200,11934113,3
699180,802274,3
674020,5618336,3
242920,4456748,3
823130,2626080,3
324160,8737262,3
296470,7140448,3
1436990,9978099,4
1119730,10206640,3
420530,4817105,3
253710,5069688,1
221040,11727222,2
234080,3849760,3
1474200,5211702,4
500810,2192344,4
344740,11255237,3
911220,1752516,5
1114900,10351317,2
219950,6766317,3
4500,2365500,3
1070710,3610196,5
467380,7260173,4
834910,3748621,1
448780,12199383,3
1782210,863364,3
787400,6294647,4
322110,11512523,4
527450,10440739,2
207170,8580092,4
361830,7891385,4
1184160,10724750,2
212480,12182587,3
638970,78228,4
434650,10737104,5
435530,3394782,4
41070,12091528,4
1046930,3011073,3
354380,9191897,3
552590,1074974,4
578310,6995393,3
703860,6615319,3
1483870,10162613,3
7200,12280264,3
41070,11916303,3
595280,7995345,2
286000,6531899,2
757300,11696247,3
612720,12155078,5
313160,11792079,4
35000,158396,4
115800,11270296,4
324080,7441952,4
574940,7745846,3
678950,11242174,1
253980,4801910,1
291860,250506,4
1093170,860939,3
223710,13868292,3
587220,8736899,3
604540,10776918,2
1046930,4915349,1
1005120,6863461,4
666220,13527937,3
593600,8506583,5
323850,4264646,4
34900,4133791,3
6910,10459687,3
770390,8682839,3
606150,11263987,2
3830,3078819,3
304240,5502781,3
1841200,10917440,3
502550,6475961,3
760160,4573089,2
365450,9033750,3
1449750,12482356,2
258970,12156390,3
589530,4438422,5
387290,10862089,3
220,7630205,3
268130,11888143,5
1239690,3588475,5
260230,14179875,5
684450,9773131,3
794600,12527859,2
587110,11838759,2
265300,5271120,5
388410,6445159,2
349040,9538617,4
698780,11762459,3
544810,8319932,4
416600,13759831,3
638970,13453821,3
734920,9722909,3
747200,11979287,4
35140,12717511,3
475550,6969631,3
8190,5727955,4
33930,14163583,3
282440,10308766,4
345010,12109090,3
231040,11778423,1
1113560,5634349,4
362930,2546263,3
1554840,571876,3
783770,13579559,3
6910,10095822,3
368360,8640453,5
1102130,503121,3
762650,4549822,5
1255630,811712,3
776000,3598167,4
589290,11401930,4
231430,526697,4
1301720,5299774,4
393420,8508000,3
485510,5282136,5
280,6280455,2
291860,1983964,5
1034040,11203490,2
234270,13884141,4
464920,9040906,5
758190,1766061,3
890720,1513252,1
658560,7914680,2
366760,9289565,4
857950,5866338,5
231430,4305742,3
290300,11229427,1
1178830,12946350,3
678950,9496361,3
671170,10361195,3
1178830,10732288,5
242680,13986197,4
206420,4581328,2
1092630,9812787,1
220780,2666111,5
921060,12769591,3
6310,1631605,5
965230,4200541,3
368070,5020941,3
668630,4431502,4
70000,6446108,3
257750,14262880,1
224760,11873597,2
318600,140046,3
39800,4352690,5
206420,6052083,3
301520,9373383,2
301520,12216980,5
6220,12269962,4
436500,836357,1
755790,11548300,5
209000,1877755,4
505230,8797821,3
611760,4579304,3
844870,7155814,4
996380,6885055,2
668630,5175600,5
25980,12373487,4
973760,10755044,2
1818450,646113,3
67370,11493240,1
618590,11450003,4
320,7197672,3
219640,13978158,4
1392820,5182981,4
511470,836317,5
668630,9392736,3
223710,7661580,5
619880,10825693,3
245010,5107156,2
261030,13277637,2
591370,6516965,3
1727650,10287325,4
1782210,8716382,3
973810,12222808,3
620220,8292206,4
393420,8676866,2
1075400,7733598,4
1163130,10623417,4
1782210,10024254,4
844870,9659017,2
1182020,6736885,1
291480,5191039,3
213330,3724479,5
907470,9036932,4
1040070,7515387,3
107600,8686550,4
429660,511002,5
584220,6711242,3
576130,11705417,4
1842050,7527134,4
1046930,5495034,2
621830,8119599,3
263760,4902692,5
835860,11319886,2
362680,4593351,4
973810,1198654,4
787860,4067675,5
359050,6300545,4
1383960,749027,3
690640,1049079,4
1559680,2592002,4
998740,2901922,3
658600,1345889,1
464920,7446948,2
1222690,11543130,2
223710,2443515,4
464060,3230090,3
743890,9934388,1
237930,642188,5
304030,6547971,2
445190,11941454,2
274940,5587966,2
384630,11250409,4
866800,9468695,4
3810,11713979,3
274520,2460031,3
270210,10188577,3
1397920,4687900,5
581660,2260402,2
972740,10311359,3
296970,13874496,4
1003890,11078265,5
400910,7520466,3
250050,13475169,2
416210,4083241,4
1209040,824963,4
252010,11486923,3
228300,10655316,4
396650,11937337,3
964440,7120533,3
447020,5536441,4
384490,3183068,3
823130,11355597,5
1358140,8273007,2
300380,11039706,4
244050,7120481,4
407810,12199973,3
253710,12681352,2
78000,8434365,3
260230,13980623,1
225080,5141545,3
1782210,1801205,3
702670,400896,2
104200,6298020,5
108710,4640325,4
1735950,4472868,4
899440,10674973,1
275390,5710770,4
261110,6197416,3
1583720,8221939,5
3910,11890403,2
1191840,6053354,3
798420,6926208,2
777130,9633549,4
1980350,5347416,4
1782210,10142478,3
1118380,1078671,4
4920,2063291,4
673130,13703968,4
595430,11461060,3
244810,4552889,3
220,2215652,4
50300,9188239,3
385800,4602877,3
1782210,180456,5
393420,5272429,1
774201,1855068,3
261820,8932061,3
406310,6103549,4
220,7290886,3
307690,7829489,3
351710,6596947,3
352520,6965926,4
234080,11579033,4
296570,398080,3
6370,11973304,3
451340,11791333,2
296210,11344695,4
1782210,337417,3
657200,9952967,3
625960,5923458,2
238260,5868664,3
1782210,3148296,4
1017160,12033621,3
7000,13634391,3
249050,11920619,3
223710,13589208,4
365960,6316785,5
488310,8483724,5
776490,4633416,3
341720,6333652,4
438040,8926625,3
1274490,10247678,3
220,12191599,5
922500,11447272,3
638970,2284738,3
323580,9634542,3
730820,7878670,3
979920,2170312,2
409710,11314232,1
753650,9279501,3
351700,12885263,5
403970,9489146,5
1045720,11273453,3
24240,13568491,3
235540,13012592,2
2067920,5751942,4
674020,11754375,2
991780,12879907,4
33930,6122941,3
222520,1363570,4
1285670,2754611,3
24240,6684295,3
1163740,11387850,5
698780,3682719,4
480490,414761,3
1035510,13836711,5
774791,12964687,4
436500,13725735,5
105450,11998905,4
615530,4945049,2
365450,9366677,3
979690,4096106,3
1369340,5922188,4
20920,11192989,4
1170760,6874541,3
1136160,9126100,3
1073320,9242758,5
332310,4425384,5
219640,2774738,4
1582620,12778639,1
50300,92801,3
799070,2525373,3
948740,2428736,5
583930,10850085,3
1090760,7041786,2
1635450,398373,2
301910,6112783,4
312450,5864643,4
204100,9228501,5
272040,6374165,3
670290,3867605,3
1088150,2225813,3
557600,14115711,5
234670,5508936,5
313340,8577295,2
585840,12183434,4
1044620,5420189,4
485510,9086221,3
1392820,13378605,5
1216710,508275,3
34030,7829461,3
387290,7931003,4
823130,6079780,3
266310,6656024,3
48000,4876279,4
304410,11581095,3
34030,8030787,4
571260,10171477,3
1049800,13441191,3
703860,6946556,2
845880,6618456,4
572410,1691133,3
1046930,8690695,4
1178830,5923538,4
460790,3354730,4
562500,802783,5
1492680,13879329,1
1145960,10533510,3
906100,5531114,3
48000,11616795,3
732810,12022208,4
242680,2938667,3
1544020,11106903,4
268130,7678087,4
1816670,11242984,2
223220,11215473,4
239070,7756637,3
775940,10736425,3
47870,11151650,2
99700,12545132,2
226860,6225177,4
429660,7031286,3
206420,7082484,3
35450,12863019,5
1928320,5034648,4
684450,1805762,2
1504020,1121917,3
632350,10761892,2
460790,2570241,3
1171320,4585070,3
113400,49749,5
20920,6854106,3
1100260,6864573,5
584980,14204982,3
252670,11116734,3
475550,13410381,4
991780,12862976,5
474960,6290113,4
219640,11210925,5
1178830,1273503,4
242840,10716669,4
1273710,8034931,5
1197570,5829519,3
321290,5675635,4
339230,4682356,2
248310,5427796,5
420740,5517639,5
863590,11731441,2
408120,12100322,2
695920,10586043,5
1016960,5734078,3
329460,9131193,4
1015890,11179155,1
915460,9061267,3
359390,10462829,4
204120,9095540,3
231430,11809556,5
599460,4363134,2
515960,10457781,5
834740,6535025,4
262830,1882005,5
559210,6461329,5
71390,13958423,3
416680,12010898,5
259550,5366519,3
1272160,10399593,4
253710,7585742,3
63200,42161,3
471550,10265560,2
463150,12137356,4
262830,298255,3
555220,9290593,4
280160,2999029,3
34900,5749212,2
729460,8245936,4
1526490,7217618,1
1178490,4616589,3
850980,339280,4
491650,11578878,2
554620,122661,4
282400,9319823,3
823130,11472743,3
589290,10322597,5
280790,6488789,3
617670,2546725,5
364420,4504826,3
362930,13785813,5
943380,2906163,2
1146630,5055760,5
4720,6305057,4
1290490,5022920,3
312650,3719130,4
260430,13866348,4
48000,5320358,5
408900,12327029,5
447310,11764552,2
955050,12462562,3
220,2750673,3
393420,7766313,4
430960,6249359,3
1996420,1485823,3
457550,5420374,3
269790,4558083,3
349040,4634490,3
400630,6793285,3
257420,3191070,3
1209770,13137432,3
232790,14165815,5
1583720,11136361,3
313160,8755524,3
489140,5758920,4
1049800,12234134,3
1012840,12384966,2
301190,5650326,4
1227780,10602526,3
724740,10280659,3
397900,13476625,5
1301720,11624413,5
20920,9257516,4
638970,9216415,4
625960,8827352,3
1282210,9133519,5
451020,5226964,3
564940,5846508,5
760160,6875183,1
317710,11475450,1
250180,11674334,4
409710,6274107,3
220,5062137,3
1178490,10667622,3
261180,12091462,3
485510,6546155,4
496300,9161725,3
388880,8810408,3
611500,6988450,5
35720,11777024,5
785740,4963089,5
253250,5734828,2
1119730,10381567,1
1070330,9093577,3
352400,1127819,4
760650,12549373,4
638070,9920527,3
34030,2880512,5
50620,11390179,3
221910,11475554,3
555880,8317194,4
879160,4666256,2
571720,3516834,4
19900,5419061,3
668630,6513562,2
793370,8410525,1
1038250,4973684,3
859580,11185276,5
1205960,12532131,5
1046030,6770451,5
1288310,4616390,5
536220,3629236,4
238010,4824113,4
282440,2495280,2
360830,12228250,2
588690,9695994,3
1282730,6938002,3
962730,6935634,4
20920,11868911,4
1279630,3252677,2
107100,5987170,3
206420,12966099,4
1060670,9919442,3
32330,5611124,5
41000,3834059,4
1590320,1558762,4
471660,3126740,5
916840,9200297,3
994280,144471,2
412830,5390586,4
899390,1268078,2
1289310,9150923,5
373390,5322668,4
1160750,4523624,4
601430,9117429,5
201790,12493355,5
104900,5032965,4
633460,9883850,5
410110,9082536,4
722180,2214091,4
375120,1918524,2
217690,350310,1
282900,5902551,3
1045010,5505233,5
977390,4849136,1
234670,6433802,3
828150,11783475,1
259810,1203277,3
777650,8715602,3
1426490,9703477,4
289180,2785180,3
715650,12113661,2
531640,11378901,5
527100,3751594,4
1046930,6113180,3
35450,6971199,3
761620,11654466,4
738540,10503071,5
339350,12180143,4
405500,13264984,3
238430,4854505,2
209000,13907165,2
248310,7717694,4
1732190,4433979,3
387340,4692504,4
1829980,2353101,4
431180,5266852,5
233150,5401688,3
480490,5826996,4
17460,9866966,5
3910,13227183,3
91200,1995182,5
239160,5436346,2
446800,4424995,2
501080,10436491,3
350080,7424528,4
41070,6205173,3
351920,1805009,4
1078280,7542665,3
360740,13185803,4
425220,2188922,3
617480,273978,5
1335790,9159235,5
811070,11682226,5
67370,6351090,4
461870,7270826,4
505040,10463480,3
1397920,9671196,3
1161490,5068148,3
578310,4984324,4
253330,4623186,4
415200,11372432,4
433850,11832837,2
364470,6048431,3
610370,11167273,2
1046930,8419966,3
299740,11913272,4
356400,10570597,3
324810,6909205,4
1138660,8236839,2
554620,10136100,3
480490,8485529,3
760160,12893977,4
405710,13876547,4
242920,11762997,1
332310,12934096,5
248310,4378845,3
884660,6081589,1
1225590,7768236,5
480490,12172581,3
428550,10074851,4
502280,4674146,3
1289310,6113764,2
274230,9209829,2
203650,2691057,3
715380,6100973,5
248610,12138013,3
317040,8982251,3
557600,10350818,3
1089630,799323,4
838350,4376696,2
3830,11705621,5
1180660,2438728,4
420290,5452411,5
224460,13105153,3
543930,6152942,5
356670,10476752,4
515180,1724602,4
94400,13291689,5
601050,13499297,4
1506830,2249669,2
586960,716148,3
531510,995827,3
261030,8255547,5
359610,2627996,4
698780,13659772,4
331600,12135381,4
39000,12313433,3
992910,11210635,2
232890,13017488,4
347620,6645711,3
278360,8004138,3
787860,7552871,4
322110,11456548,3
258890,5688180,4
278360,687762,3
609320,7921657,4
723780,843355,2
1282730,11941552,4
811720,8607122,3
220,14055314,3
377530,11558165,3
487120,4143994,4
1782210,3805154,4
221640,13212126,3
909320,13588443,4
1009290,5221297,2
252410,11949190,4
1082430,6634371,3
314790,7376354,4
1119730,7636551,3
544920,12831495,3
231740,11902215,2
1150080,256280,3
2270,10636321,4
496460,4990428,4
1119730,3108419,4
616720,13055158,4
375450,8363436,3
353270,7684053,3
1162520,12989003,2
1075740,7509153,3
429660,9062452,3
963710,5389531,3
41070,6922631,3
991780,381679,1
1860860,1859483,3
243970,13832509,4
313500,1369283,4
252410,10203399,5
970570,5447894,3
272040,5888243,3
310950,5583478,3
227780,13831345,1
512790,11393341,4
761830,4129974,3
787860,1300084,5
261180,13708490,3
1150080,4791511,2
799640,8637429,4
742250,671806,5
395570,8249286,4
42960,13687299,5
337320,3914132,3
622220,7581586,5
1079310,1025847,3
2870,7543530,1
527100,11252266,4
35140,11683673,5
866800,8392366,4
1397920,3490043,4
37400,11608373,4
388880,10906274,4
908520,2874771,3
312530,8617114,3
884660,5994915,3
743390,3341721,3
994140,5204091,5
1086410,463861,3
299360,7182634,5
230050,5721521,3
638970,9345601,3
1097200,7982080,4
882790,8580178,4
962580,13736164,4
235520,6635823,4
291480,12516167,4
215670,4987085,3
485610,13113465,5
243930,14256115,2
345650,7951264,4
278970,4313460,3
1372810,9926014,4
447150,12831345,3
339440,8652376,3
1046930,3953220,3
1113560,13041177,4
486810,4139038,5
755790,6965332,4
710920,14300892,4
1782210,1037041,3
332800,2898997,3
209080,7394313,3
650000,7092995,5
760160,4840698,2
251430,12822973,5
544920,961198,4
285840,10761156,3
981770,4342501,4
647830,1782199,2
429720,13178524,5
344760,14125338,5
1784780,6199815,3
17460,11544091,3
107100,8805741,4
1191210,13204151,5
41900,6422330,3
384300,8279238,4
259550,4933293,4
948740,11312061,3
1983000,8749561,4
12900,6637471,5
979690,5042202,3
610360,7967005,3
1126290,9394612,5
1211110,1696160,3
307880,9531173,2
308420,2938058,4
34870,10452511,2
204300,8069859,5
826010,11783475,3
589780,3215155,4
22100,9098269,4
359050,11758703,3
969990,8458581,3
456670,5021511,5
299740,5853851,2
307690,10550420,4
47870,12118272,3
667530,1289075,4
299360,10248468,3
475150,11540380,5
267610,6182310,4
213030,1059066,3
387290,8849286,3
299360,1621198,3
245280,6471748,4
678950,10670544,3
550650,10337027,5
248860,8191904,3
406150,11924910,3
720350,11214240,4
204300,2382961,4
1506830,744375,3
408280,13683057,3
1178830,14182791,3
221040,2801482,4
825630,12207320,4
601430,7969116,4
794540,9601050,5
563840,5294205,4
29180,5056840,5
41070,5896874,3
115800,12824719,3
1674170,10285476,3
220,2488915,3
1249880,9421606,4
10150,1181637,1
927350,7665538,2
385080,11632512,2
1046230,10087858,2
50300,12477098,5
297000,13943010,2
1176710,4391979,2
1782210,10351756,3
399890,6836139,2
674750,3558013,5
418340,7895169,5
1083310,6330465,3
1194680,12832353,5
896750,6178097,4
251950,3945285,2
1280770,7291165,4
67370,3797386,1
723390,11394334,4
1288310,7041513,4
1761380,13187480,1
1123300,4953363,3
1096550,1905230,3
675260,13809397,2
204180,2533799,1
866800,8342011,4
33320,9059179,5
231430,4543752,3
290080,5817464,4
531510,4786131,3
969990,9445741,5
294750,3564998,3
204300,13179018,4
261030,5682815,5
246420,11351581,5
332310,7342769,4
485510,7485984,4
9200,603413,4
258970,11594938,1
449610,11596722,4
310950,11496248,1
1042780,11740244,1
6900,4333600,2
206420,12774456,4
637850,10289839,3
1782210,3098974,4
7670,5046464,3
3830,8364689,4
402330,6705200,3
107100,1342520,4
1182760,5176454,2
1173940,5613568,3
402620,4408170,5
449610,6515564,3
586750,6230374,2
263740,4940765,4
1092660,4370908,4
1046930,7611432,4
512470,12200368,2
383080,14010025,3
591420,13619759,3
1683860,13819751,4
373390,14118466,1
589290,10156200,4
236370,9149467,4
674020,7331956,3
640590,595338,5
420530,1354415,3
221910,11572433,4
420530,6411082,3
428550,3476850,3
589290,11203052,3
302080,11509614,1
291480,2324487,4
1400100,2211361,1
205710,7355783,3
278360,4889918,2
431600,6131238,1
286240,440632,3
333950,7948472,3
446800,8234323,4
1113560,4375530,4
1062000,9312172,4
966330,11417187,2
1544020,11348507,2
531510,10729380,5
395170,1530818,4
323850,8145009,4
232890,570232,1
266170,12191193,1
428550,1231379,3
672680,9010638,3
438640,9001474,4
284930,12872914,2
221640,6108351,4
356670,7468395,1
515180,7358671,5
1082430,6517946,4
510840,13186796,5
668630,3534066,2
1630,12602605,3
769950,10708294,3
346120,8456167,1
738520,13249338,5
368620,7662378,3
265670,3904716,2
349440,1290892,3
429660,2999216,5
221640,4924589,3
861540,13476120,3
499520,3737,4
218640,7825511,2
1506830,1804932,2
267900,3120103,1
610370,5828331,5
1543030,8702286,4
108710,10257891,3
822240,9043556,2
495890,10917992,4
1816670,4981795,3
601430,11212183,3
312370,7328889,3
6550,5953661,3
361990,7268661,4
531510,11954841,3
234670,5999079,4
1262600,10897820,4
242920,5854294,3
548570,7282116,1
275570,8577486,3
250320,6625803,5
1782210,12042081,4
239160,9607105,5
227940,3148460,4
434650,7271773,3
